ID	Other_ID	Other_ID_2	Genus	Species	Material	Element	Site_Region	Site_updated	Site	Country	Lat	Long	Age_Name_BP	Age info	Date_Maximum_BP	Date_Minimum_BP	Accession	Age_note	Meta Population	mt Haplotype	Sex	Y_chr	Cov (reported)			Mean Depth	BoC %	Bam file location_NIH	Bam file location_LMU (OLD)	Bam file location_LMU (LATEST)	VCF-name-GLOBUS	BAM-directory-GLOBUS	BAM-name-GLOBUS	Notes	Reference	v1_148g	name_haplo_VCF	Spcode	Site_Region	Age_Mean_BP	analysis-ID	Wolf-Dog_PCA	Dog_PCA (European, Arctic+NA, East Asia, Near Eastern Africa)
TRF.01.39	P43/2017KMG	ZMK 22/2017	Canis	familiaris	Bone	Petrous	Qilalukan	Qilalukan2	Qilalukan, Cockburn	Canada	72.7	-77.96	Pre	Pre-contact					Arctic_Dogs	A2a	M		2.42			2.41	88.44	/data/feuerborntr/Bams/TRF.01.39_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.01.39_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.01.39_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.01.39	D	Qilalukan2	Pre	D_Qilalukan2_Pre	Dogs	Arctic_Dogs
TRF.01.43	P47/2017KMG	MK 1046	Canis	familiaris			DanskeOeen	DanskeOeen1	(Danske Øen) Danish Island, Lyon Inlet, Melville Pen.	Canada	66.52	-83.90	Post						Arctic_Dogs	A2a	M		8.18			7.81	98.84	/data/feuerborntr/Bams/TRF.01.43_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.01.43_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.01.43_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.01.43	D	DanskeOeen1	Post	D_DanskeOeen1_Post	Dogs	Arctic_Dogs
TRF.01.59	P75/2017KMG	ZMK 27/2017	Canis	familiaris			FortChurchill	FortChurchill1	Fort Churchill, Manitoba	Canada	58.74	-94.07	Post						Arctic_Dogs	C	M		0.03			0.03	2.52	/data/feuerborntr/Bams/TRF.01.59_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.01.59_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.01.59_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.01.59	D	FortChurchill1	Post	D_FortChurchill1_Post	Dogs	Arctic_Dogs
TRF.08.01	NgHd-1:01084	Bin a, F0003	Canis	familiaris			Pingiqqalik	Pingiqqalik1	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	A2a	M		0.04			0.04	3.83	/data/feuerborntr/Bams/TRF.08.01_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.01_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.01_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.01	D	Pingiqqalik1	Pre	D_Pingiqqalik1_Pre	Dogs	Arctic_Dogs
TRF.08.02	NgHd-1:01088	Bin a, F0003	Canis	familiaris			Pingiqqalik	Pingiqqalik2	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	A2a	M		0.01			0.01	0.85	/data/feuerborntr/Bams/TRF.08.02_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.02_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.02_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.02	D	Pingiqqalik2	Pre	D_Pingiqqalik2_Pre	Dogs	Arctic_Dogs
TRF.08.04	NgHd-1:01144	Bin a, F0006	Canis	familiaris			Pingiqqalik	Pingiqqalik3	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	A2a	F		3.61			3.53	94.84	/data/feuerborntr/Bams/TRF.08.04_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.04_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.04_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.04	D	Pingiqqalik3	Pre	D_Pingiqqalik3_Pre	Dogs	Arctic_Dogs
TRF.08.05	NgHd-1:01735	Bin r, F0054	Canis	familiaris			Pingiqqalik	Pingiqqalik4	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	A2a	M		0.55			0.51	28.17	/data/feuerborntr/Bams/TRF.08.05_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.05_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.05_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.05	D	Pingiqqalik4	Pre	D_Pingiqqalik4_Pre	Dogs	Arctic_Dogs
TRF.08.06	NgHd-1:01777	Bin r, F0055	Canis	familiaris			Pingiqqalik	Pingiqqalik5	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	A2a	M		0.08			0.08	7.57	/data/feuerborntr/Bams/TRF.08.06_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.06_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.06_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.06	D	Pingiqqalik5	Pre	D_Pingiqqalik5_Pre	Dogs	Arctic_Dogs
TRF.08.07	NgHd-1:04202	Bin c, F0145	Canis	familiaris			Pingiqqalik	Pingiqqalik6	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	A2a	M		1.37			1.29	58.21	/data/feuerborntr/Bams/TRF.08.07_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.07_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.07_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.07	D	Pingiqqalik6	Pre	D_Pingiqqalik6_Pre	Dogs	Arctic_Dogs
TRF.08.08	NgHd-1:04289	Bin b, F0171	Canis	familiaris			Pingiqqalik	Pingiqqalik7	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	A2a	F		0.01			0.01	0.93	/data/feuerborntr/Bams/TRF.08.08_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.08_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.08_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.08	D	Pingiqqalik7	Pre	D_Pingiqqalik7_Pre	Dogs	Arctic_Dogs
TRF.08.09	NgHd-1:04563	Bin b, F0163	Canis	familiaris			Pingiqqalik	Pingiqqalik8	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	A2a	M		0.14			0.1	8.49	/data/feuerborntr/Bams/TRF.08.09_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.09_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.09_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.09	D	Pingiqqalik8	Pre	D_Pingiqqalik8_Pre	Dogs	Arctic_Dogs
TRF.08.10	NgHd-1:04869	Bin c, F0152	Canis	familiaris			Pingiqqalik	Pingiqqalik9	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	NA	F		0.01			0.01	0.49	/data/feuerborntr/Bams/TRF.08.10_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.10_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.10_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.10	D	Pingiqqalik9	Pre	D_Pingiqqalik9_Pre	Dogs	Arctic_Dogs
TRF.08.12	NgHd-1:06266	Bin e, F0219	Canis	familiaris			Pingiqqalik	Pingiqqalik10	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	NA	F		0.04			0.03	1.76	/data/feuerborntr/Bams/TRF.08.12_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.12_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.12_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.12	D	Pingiqqalik10	Pre	D_Pingiqqalik10_Pre	Dogs	Arctic_Dogs
TRF.08.15	NgHd-1:07605	Bin j, F0259	Canis	familiaris			Pingiqqalik	Pingiqqalik11	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	A2a	F		1.38			1.33	66.85	/data/feuerborntr/Bams/TRF.08.15_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.15_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.15_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.15	D	Pingiqqalik11	Pre	D_Pingiqqalik11_Pre	Dogs	Arctic_Dogs
TRF.08.18	NgHd-1:10017	Bin p, F0335	Canis	familiaris			Pingiqqalik	Pingiqqalik12	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	NA	F		0.01			0	0.23	/data/feuerborntr/Bams/TRF.08.18_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.18_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.18_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.18	D	Pingiqqalik12	Pre	D_Pingiqqalik12_Pre	Dogs	Arctic_Dogs
TRF.08.19	NgHd-1:11116	Bin aa, F0378	Canis	familiaris			Pingiqqalik	Pingiqqalik13	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	NA	F		0.13			0.13	9.11	/data/feuerborntr/Bams/TRF.08.19_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.19_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.19_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.19	D	Pingiqqalik13	Pre	D_Pingiqqalik13_Pre	Dogs	Arctic_Dogs
TRF.08.20	NgHd-1:11518	Bin cc, F0401	Canis	familiaris			Pingiqqalik	Pingiqqalik14	Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	A2a	M		0.02			0.02	2.18	/data/feuerborntr/Bams/TRF.08.20_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_CA/TRF.08.20_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_CA	TRF.08.20_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Canada data		TRF.08.20	D	Pingiqqalik14	Pre	D_Pingiqqalik14_Pre	Dogs	Arctic_Dogs
2040_Iglulik	2040		Canis	familiaris	Tissue	Skin	Iglulik	Iglulik1	Iglulik	Canada	69.38	-81.8	Post	Collected 1922/23					Arctic_Dogs	A2a	F		3.31			4.37	86.75	/data/feuerborntr/Mapped/CGG/2040.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/2040.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	2040.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data		2040	D	Iglulik1	Post	D_Iglulik1_Post	Dogs	Arctic_Dogs
2041_DanskeOeen	2041		Canis	familiaris	Tissue	Skin	DanskeOeen	DanskeOeen2	Danske Øen	Canada	65.88	-83.61	Post	Collected 1923					Arctic_Dogs	A2a	F		3.9			5.02	87.8	/data/feuerborntr/Mapped/CGG/2041.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/2041.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	2041.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data		2041	D	DanskeOeen2	Post	D_DanskeOeen2_Post	Dogs	Arctic_Dogs
TRF.01.31	P35/2017KMG	ZMK 28/2017	Canis	familiaris	Bone	Petrous	FortChurchill	FortChurchill2	Fort Churchill	Canada	58.74	-94.07	Post	Surface					Arctic_Dogs	A1a	M		1.42			1.42	71.82	/data/feuerborntr/Bams/TRF.01.31_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.31_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.31_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data		TRF.01.31	D	FortChurchill2	Post	D_FortChurchill2_Post	Dogs	Arctic_Dogs
TRF.07.03	DMP04	16116:1	Canis	familiaris	Bone	L. Mandible	DoubleMer-01	DoubleMer-011	Double Mer Point	Canada	54.29	-57.9	Pre	18th Cent.					Arctic_Dogs	A2a	M		1.84			1.79	65.9	/data/feuerborntr/Bams/TRF.07.03_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.07.03_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.07.03_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data		TRF.07.03	D	DoubleMer-011	Pre	D_DoubleMer-011_Pre	Dogs	Arctic_Dogs
TRF.07.17	HI16	3875	Canis	familiaris	Bone	L. Mandible	Huntingdon	Huntingdon1	Huntingdon Island	Canada	53.78	-56.92	Pre	18th Cent.?					Arctic_Dogs	A2a	M		0.02			0.02	1.28	/data/feuerborntr/Bams/TRF.07.17_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.07.17_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.07.17_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data		TRF.07.17	D	Huntingdon1	Pre	D_Huntingdon1_Pre	Dogs	Arctic_Dogs
TRF.01.22	P26/2017KMG	7K-123c/1955	Canis	lupus	Bone	Petrous	Kaleruserk	Kaleruserk1	Kaleruserk, Igloolik, Foxe Basin	Canada			3000	Saqqaq					North_American_Wolves	NA	F		0.02			0.02	1.71	/data/feuerborntr/Bams/TRF.01.22_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.01.22_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.01.22_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.01.22	W	Kaleruserk1	3000	W_Kaleruserk1_3000	North_American_Wolves	Wolves
TRF.02.65	P.9597	95758	Canis	familiaris			Netsilik	Netsilik1	Netsilik Inuit, Nunavut	Canada	68.79	-92.87	Post						Arctic_Dogs	NA	F		0.03			0.03	1.74	/data/feuerborntr/Bams/TRF.02.65_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_NA/TRF.02.65_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_NA	TRF.02.65_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished North America data		TRF.02.65	D	Netsilik1	Post	D_Netsilik1_Post	Dogs	Arctic_Dogs
TRF.08.11	NgHd-1:05803	Bin d, F0203	Canis	familiaris					Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	NA			0.00			0	0.1			/dss/dssfs02/pn29qe/pn29qe-dss-0000//ancient_dogs_bam/Unpub_TRF_CA/TRF.08.11_Merged.CanFam3.1Y.rmdup.bam							TRF.08.11	D	Pingiqqalik15	Pre	D_Pingiqqalik15_Pre	Dogs	Arctic_Dogs
TRF.08.13	NgHd-1:06757	Bin l (?), F0234	Canis	familiaris					Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	NA			0.00			0	0.23			/dss/dssfs02/pn29qe/pn29qe-dss-0000//ancient_dogs_bam/Unpub_TRF_CA/TRF.08.13_Merged.CanFam3.1Y.rmdup.bam							TRF.08.13	D	Pingiqqalik16	Pre	D_Pingiqqalik16_Pre	Dogs	Arctic_Dogs
TRF.08.14	NgHd-1:07132	Bin i, F0244	Canis	familiaris					Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	NA			0.00			0	0.06			/dss/dssfs02/pn29qe/pn29qe-dss-0000//ancient_dogs_bam/Unpub_TRF_CA/TRF.08.14_Merged.CanFam3.1Y.rmdup.bam							TRF.08.14	D	Pingiqqalik17	Pre	D_Pingiqqalik17_Pre	Dogs	Arctic_Dogs
TRF.08.17	NgHd-1:08618	Bin o, F0283	Canis	familiaris					Pingiqqalik	Canada	69.09	-81.26	Pre						Arctic_Dogs	NA			0.00			0	0.2			/dss/dssfs02/pn29qe/pn29qe-dss-0000//ancient_dogs_bam/Unpub_TRF_CA/TRF.08.17_Merged.CanFam3.1Y.rmdup.bam							TRF.08.17	D	Pingiqqalik18	Pre	D_Pingiqqalik18_Pre	Dogs	Arctic_Dogs
LS0224	1858.5.4.91		Canis	familiaris	bone	petrous	ChowChow	ChowChow1		China			Hist_1858	1858					East_Asian_Dogs							2.13	86.13			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0224/LS0224_rmdup.bam					Lachie unpublished historic breed data		LS0224	D	ChowChow1	Hist_1858	D_ChowChow1_Hist_1858		
LZA10			Canis	familiaris	Bone		Jinta	Jinta1	Jinta, Gansu	China	39.99	98.908	3850		4000	3700			Chinese_Dogs	A2a1			1.06			0.91	43.09			/dss/dssfs02/pn29qe/pn29qe-dss-0000//ancient_dogs_bam/Unpub_KIZ/LZA10-02.newsorted.rmdup.newhead.bam		Unpub_KIZ	LZA10-02.newsorted.rmdup.newhead.bam				LZA10	D	Jinta1	3850	D_Jinta1_3850	Dogs	East_Asian_Dogs
LZA11			Canis	familiaris	Bone		Jinta	Jinta2	Jinta, Gansu	China	39.99	98.908	3850		4000	3700			Chinese_Dogs	A2a1			4.9			4.16	65.83			/dss/dssfs02/pn29qe/pn29qe-dss-0000//ancient_dogs_bam/Unpub_KIZ/LZA11-02.newsorted.rmdup.newhead.bam		Unpub_KIZ	LZA11-02.newsorted.rmdup.newhead.bam				LZA11	D	Jinta2	3850	D_Jinta2_3850	Dogs	East_Asian_Dogs
LZA3	LZA03		Canis	familiaris	Bone		Huzhu	Huzhu1	Huzhu, Qinghai	China	36.65	101.36	4050		4500	3600			Chinese_Dogs	A2a1			1.5			1.29	56.39			/dss/dssfs02/pn29qe/pn29qe-dss-0000//ancient_dogs_bam/Unpub_KIZ/LZA3-02.newsorted.rmdup.newhead.bam		Unpub_KIZ	LZA3-02.newsorted.rmdup.newhead.bam				LZA3	D	Huzhu1	4050	D_Huzhu1_4050	Dogs	East_Asian_Dogs
LZA5	LZA05		Canis	familiaris	Bone		Wuwei	Wuwei1	Wuwei, Gansu	China	37.93	102.64	3775		4000	3550			Chinese_Dogs	C			0.96			0.82	43.24			/dss/dssfs02/pn29qe/pn29qe-dss-0000//ancient_dogs_bam/Unpub_KIZ/LZA5-01.newsorted.rmdup.newhead.bam		Unpub_KIZ	LZA5-01.newsorted.rmdup.newhead.bam				LZA5	D	Wuwei1	3775	D_Wuwei1_3775	Dogs	East_Asian_Dogs
LZA6	LZA06		Canis	familiaris	Bone		Wuwei	Wuwei2	Wuwei, Gansu	China	37.93	102.64	3775		4000	3550			Chinese_Dogs	A4'5			0.73			0.62	37.25			/dss/dssfs02/pn29qe/pn29qe-dss-0000//ancient_dogs_bam/Unpub_KIZ/LZA6-01.newsorted.rmdup.newhead.bam		Unpub_KIZ	LZA6-01.newsorted.rmdup.newhead.bam				LZA6	D	Wuwei2	3775	D_Wuwei2_3775	Dogs	East_Asian_Dogs
LZA9	LZA09		Canis	familiaris	Bone		Jinta	Jinta3	Jinta, Gansu	China	39.99	98.908	3850		4000	3700			Chinese_Dogs	A2a1			1.59			1.37	55.35			/dss/dssfs02/pn29qe/pn29qe-dss-0000//ancient_dogs_bam/Unpub_KIZ/LZA9-02.newsorted.rmdup.newhead.bam		Unpub_KIZ	LZA9-02.newsorted.rmdup.newhead.bam				LZA9	D	Jinta3	3850	D_Jinta3_3850	Dogs	East_Asian_Dogs
ALPO01_02	ALPO01		Canis	familiaris	Bone	Petrous	AlymasPodunavlje	AlymasPodunavlje1	Alymas-Podunavlje	Croatia	45.53	18.95	4500	4500			#N/A		European_Dogs	A	M		1.6			1.62	78.31		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/ALPO01_02_P8903_1001_S1_L001_seqprep.canFam3.fa.srt.rmdup.80perc.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/ALPO01_02_P8903_1001_S1_L001_seqprep_reheader.bam		Bergstrom2020	ALPO01_02_P8903_1001_S1_L001_seqprep_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		ALPO01_02	D	AlymasPodunavlje1	4500	D_AlymasPodunavlje1_4500	Dogs	European_Dogs
SOTN01_merged	SOTN01		Canis	familiaris	Bone	Petrous	Sotin	Sotin1	Sotin	Croatia	45.30	19.10	4900	4900			#N/A		European_Dogs	D	M		11.2			11.46	99.32		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/SOTN01_merged_P8903_1005_S5_L005_1006_S6_L006_seqprep.canFam3.fa.srt.rmdup.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Bergstrom2020/SOTN01_merged_P8903_1005_S5_L005_1006_S6_L006_seqprep_reheader.bam		Bergstrom2020	SOTN01_merged_P8903_1005_S5_L005_1006_S6_L006_seqprep_reheader.bam		Bergström et al. (2020) 'Origins and genetic legacy of prehistoric dogs', Science, 370: 557-564		SOTN01_merged	D	Sotin1	4900	D_Sotin1_4900	Dogs	European_Dogs
PDM100			Canis	lupus			Predmosti	Predmosti1	Predmosti	Czech Republic	49.27	17.26	28541	28541	28754	28328			Western_Eurasian_Wolves		M		0.09			0.09	8.77		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/PDM100.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/PDM100_reheader.bam		Unpub_AB_wolf	PDM100_reheader.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		PDM100	W	Predmosti1	28541	W_Predmosti1_28541	Western_Eurasian_Wolves	Wolves
SC1022	HMCZ_34698	AL3203	Canis	familiaris	Bone		Homolka	Homolka1	Homolka	Czech Republic	50.177255	14.20065	Meso						European_Dogs							0.08	7.02			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_Oxford/SC1022_rmdup.bam		Unpub_Oxford	SC1022_rmdup.bam		Sophy unpublished data		SC1022	D	Homolka1	Meso	D_Homolka1_Meso	Dogs	European_Dogs
TRF.01.28	P32/2017KMG	MK 1052	Canis	familiaris	Bone	Petrous	CopenhagenZoo	CopenhagenZoo1	Copenhagen Zoo	Denmark	55.68	12.57	130						Arctic_Dogs	A1a	F		0.05			0.05	4.54	/data/feuerborntr/Bams/TRF.01.28_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.28_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.28_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data		TRF.01.28	D	CopenhagenZoo1	130	D_CopenhagenZoo1_130	Dogs	Arctic_Dogs
TRF.01.29	P33/2017KMG	MK 1053	Canis	familiaris	Bone	Petrous	CopenhagenZoo	CopenhagenZoo2	Copenhagen Zoo	Denmark	55.68	12.57	130						Arctic_Dogs	A1a	F		0.03			0.03	2.8	/data/feuerborntr/Bams/TRF.01.29_Merged.CanFam3.1Y.rmdup.bam		/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_TRF_GL/TRF.01.29_Merged.CanFam3.1Y.rmdup.bam		Unpub_TRF_GL	TRF.01.29_Merged.CanFam3.1Y.rmdup.bam		Tatiana unpublished Greenland data		TRF.01.29	D	CopenhagenZoo2	130	D_CopenhagenZoo2_130	Dogs	Arctic_Dogs
SC1061	700,0		Canis	familiaris	Bone	Petrous	Chondorko	Chondorko1	Chondorko	Ecuador			833	833	871	796			preContact_Dogs				15			17.76	99.42		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/SC1061_rmdup.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_Sophy/SC1061_rmdup.bam		Unpub_Sophy	SC1061_rmdup.bam		Sophy unpublished data		SC1061	D	Chondorko1	833	D_Chondorko1_833	Dogs	preContact_Dogs
LS0216	1972.876 (D92)		Canis	familiaris	bone	petrous	Saluki	Saluki1		Egypt			Hist_1907	1907					African_NearEast_India_Dogs							1.68	76.98			/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/bams2023/LS0216a/LS0216a_rmdup.bam					Lachie unpublished historic breed data		LS0216	D	Saluki1	Hist_1907	D_Saluki1_Hist_1907		
CH1109_Noyen	CH1109	OL2157	Canis	lupus			NoyenSurSeine	NoyenSurSeine1	Noyen-Sur-Seine	France	48.46	3.33	8629	8629	8721	8537			Western_Eurasian_Wolves		F		0.03			0.03	2.88		/dss/dssfs03/pn29bi/pn29bi-dss-0002/canids_bam/ancient/CH1109_Noyen_rmdup.bam	/dss/dssfs02/pn29qe/pn29qe-dss-0000/ancient_dogs_bam/Unpub_AB_wolf/CH1109_Noyen_rmdup.bam		Unpub_AB_wolf	CH1109_Noyen_rmdup.bam		Bergström et al. (2022) 'Grey wolf genomic history reveals a dual ancestry of dogs', Nature, 607: 313-320		CH1109_Noyen	W	NoyenSurSeine1	8629	W_NoyenSurSeine1_8629	Western_Eurasian_Wolves	Wolves
